Reference No.,Tendering Procedure,Title or Scope,Contractor(s) and Address(es),Item/Quantity,Awarded Amount,Date Awarded,Source_File,Year,Source_Month,Source_URL
Q078340,Selective,"Supply of Diesel Medium Goods Vehicles (Schedule 1, 2A & 2B)","Triangle Motors Limited12/F, Union Park Centre771-775 Nathan RoadKowloonHong Kong",3 Units,"HK$2,403,492",1 Dec 2020,MTR_Tender_Dec20_table1.csv,2020,Dec20,https://www.mtr.com.hk/en/corporate/tenders/Dec20.html
Q078814,Limited*,Blanket Purchase Agreement for Pandrol Trackwork Fastening Proprietary Products,"Pandrol Australia Pty Ltd7 Bessemer StreetBlacktownNSW, 2148Australia","36 Items / 2,332 Pieces","GBP2,384,344.35(estimated ceiling sum)",10 Dec 2020,MTR_Tender_Dec20_table1.csv,2020,Dec20,https://www.mtr.com.hk/en/corporate/tenders/Dec20.html
T0964-20C,Selective,Provision of Term Workers for Station Based Maintenance,"Hop Yuen Construction Company2/F, Hop Yuen Centre171 Queen's Road CentralHong Kong",Not Applicable,Not Disclosed,16 Dec 2020,MTR_Tender_Dec20_table1.csv,2020,Dec20,https://www.mtr.com.hk/en/corporate/tenders/Dec20.html
Q070451,Selective,Provision of Armoured Transportation Service and Ticket Processing Centre Service for MTR Operations,"Vpower Finance Security (Hong Kong) Ltd.Unit 703, 7/FGoodman Global Gateway168 Yeung Uk RoadTsuen Wan, New TerritoriesHong Kong",2 Years,"HK$46,577,437.68",9 Nov 2020,MTR_Tender_Nov20_table1.csv,2020,Nov20,https://www.mtr.com.hk/en/corporate/tenders/Nov20.html
Q076641 (Package B),Selective,Term Contracts for General Building Repair and Shop Repartitioning Works for Investment Properties (Package B),"Jetline Construction Company Limited1/F, Kiu Yin Commercial Building361-363 Lockhart RoadWanchaiHong Kong",1 Job,Not Disclosed,21 Nov 2020,MTR_Tender_Nov20_table1.csv,2020,Nov20,https://www.mtr.com.hk/en/corporate/tenders/Nov20.html
Q077211,Selective,Provision of Promoter Services for MTR Malls,"Certis Centurion Facility Company LimitedUnit 2008-2011, 20/FCDW Building388 Castle Peak RoadTsuen Wan, New TerritoriesHong Kong",3 Years,"HK$21,788,100",2 Nov 2020,MTR_Tender_Nov20_table1.csv,2020,Nov20,https://www.mtr.com.hk/en/corporate/tenders/Nov20.html
Q080703,Limited*,Blanket Purchase Agreement for Railtech Trackwork Welding Proprietary Products,Railtech Australia LimitedPO Box 6211Acacia Ridge DCQLD 4110Australia,"36 Items / 2,332 Pieces","AUD$1,000,000",30 Nov 2020,MTR_Tender_Nov20_table1.csv,2020,Nov20,https://www.mtr.com.hk/en/corporate/tenders/Nov20.html
T5948-20E,Selective,Term Contract for Replacement of Packaged Air Conditioners,"ATAL Building Services Engineering LimitedUnit 102, 1/FShui Hing Centre13 Sheung Yuet RoadKowloon Bay, KowloonHong Kong",Not Applicable,"HK$180,000,000 in respect of accumulated values of all Work Orders",6 Nov 2020,MTR_Tender_Nov20_table1.csv,2020,Nov20,https://www.mtr.com.hk/en/corporate/tenders/Nov20.html
8238,Open,Enhanced Security Access Control at West Kowloon Station,"Siemens Mobility LimitedUnits 905-907, 9/F, Tower BManulife Financial Centre223-231 Wai Yip StreetKwun Tong, KowloonHong Kong",Not Applicable,"HK$26,368,463",14 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
A253-20E,Selective,Consultancy Services for the Replacement of Chillers,"Meinhardt (M&E) Limited10/F, Genesis33-35 Wong Chuk Hang RoadHong Kong",Not Applicable,"HK$4,105,000",22 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
C5699-19E (Package A & C),Selective,"Replacement Work of UPS, Batteries and Chargers for URL, AEL, TCL, EAL, MOL and WRL (Package A & C)","Schneider Electric IT Hong Kong Limited11/F, Kerry Centre683 King's RoadQuarry BayHong Kong",Not Applicable,"HK$26,636,400",28 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
C5699-19E (Package B),Selective,"Replacement Work of UPS, Batteries and Chargers for URL, AEL, TCL, EAL, MOL and WRL (Package B)","Astrid Electronics HK LimitedFlat/Room C-DLucky Factory Building63-65 Hung To RoadKwun Tong, KowloonHong Kong",Not Applicable,"HK$2,750,000",28 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
M1190-19E,Selective,Maintenance Support Services for Telephone Systems,"Hong Kong Telecommunications (HKT) Limited27/F, PCCW Tower, Taikoo Place979 King’s RoadQuarry BayHong Kong",Not Applicable,"HK$7,000,000",29 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
M1210.A-20E,Selective,Maintenance Services for Wastewater Treatment Plants,"Kingsford Environmental Engineering LimitedSuite 3810, 38/F, Cable TV Tower9 Hoi Shing RoadTsuen Wan, New TerritoriesHong Kong",Not Applicable,"HK$18,508,800",4 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
M1210.B-20E,Selective,Maintenance Services for Plumbing and Drainage Systems,"Chun Tat Trading (Air-Conditioning) Engineering Co., Ltd.Flat G, 12/F, Summit Building30 Man Yue StreetHung Hom, KowloonHong Kong",Not Applicable,"HK$10,715,600",4 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
Q065362,Selective,Replacement of PLC for 33kV Auto-changeover and Interlocking System,"Siemens Mobility LimitedUnits 905-907, 9/F, Tower B,Manulife Financial Centre,223-231 Wai Yip StreetKwun Tong, KowloonHong Kong",1 Job,"HK$3,999,888",25 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
Q068433,Selective,Supply of Forged Monobloc Wheels for MTR Passenger Trains (Package 1),"Construcciones Y Auxiliar De Ferrocarriles, S. A.J. M. Iturrioz 2620200 Beasain, GipuzkoaSpain",1 Job,"HK$92,960,157.92",30 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
Q074897,Selective,Provision of Office Supplies Through e-Procurement Solution,"bigboXX.com Limited1/F, No. 7-13 Kwai Tak StreetKwai Chung, New TerritoriesHong Kong",3 Years,"HK$85,000,000",11 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
Q075240,Selective,"Supply of Fuel Oil (Packaged 200L Diesel, 18L Petrol & Kerosene)","Tak Cheong Loong Petroleum Chemicals LimitedUnit H-1, 3/FOn Ho Industrial Building17-19 Shing Wan RoadShatin, New TerritoriesHong Kong",3 Years,"HK$4,645,300",17 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
Q075751,Selective,Provision of Comprehensive Maintenance Services for Lifts and Escalators at Elements,"ThyssenKrupp Elevator (HK) Ltd31/F, Enterprise Square ThreeNo. 39 Wang Chiu RoadKowloon Bay, KowloonHong Kong",1 Job,Not Disclosed,2 Sep 2020,MTR_Tender_Sep20_table1.csv,2020,Sep20,https://www.mtr.com.hk/en/corporate/tenders/Sep20.html
11279,Selective,Additional Works of AMO Cabinet System at SUW,"Palgo Company LimitedFlat 1, 3/F,Yee Kuk Industrial Centre555 Yee Kuk StreetCheung Sha Wan, KowloonHong Kong",Not Applicable,"HK$646,640",31 Aug 2020,MTR_Tender_Aug20_table1.csv,2020,Aug20,https://www.mtr.com.hk/en/corporate/tenders/Aug20.html
Q073877,Selective,"Provision of Periodic Inspection, Testing and Certification for Low Voltage Fixed Installations at MTR Stations and Ancillary Buildings","Best Engineering Services LimitedUnit E, 10/FOn Wah Industrial BuildingNo. 41-43 Au Pui Wan StreetFotan, Shatin, New TerritoriesHong Kong",5 Years,"HK$13,858,000",24 Aug 2020,MTR_Tender_Aug20_table1.csv,2020,Aug20,https://www.mtr.com.hk/en/corporate/tenders/Aug20.html
Q076765,Selective,Provision of Laundry and Dry Cleaning Services for Property Division,"Quality Laundry Limited11/F, International Industrial BuildingNo. 175 Hoi Bun RoadKwun Tong, KowloonHong Kong",3 Years,Not Disclosed,28 Aug 2020,MTR_Tender_Aug20_table1.csv,2020,Aug20,https://www.mtr.com.hk/en/corporate/tenders/Aug20.html
T0960-20C,Selective,Term Contract for Provision of Scaffolding,"Shui On Building Contrators Limited34/F, Shui On Centre6-8 Harbour RoadWanchaiHong Kong",Not Applicable,Not Disclosed,26 Aug 2020,MTR_Tender_Aug20_table1.csv,2020,Aug20,https://www.mtr.com.hk/en/corporate/tenders/Aug20.html
M1198-19E,Selective,Maintenance Services for Fire Services and Automatic Fire Alarm Systems,"Link-Foong Engineering Services LimitedFlat 11, 2/FNew Port Centre, Phase II116 Ma Tau Kok RoadTokwawan, KowloonHong Kong",Not Applicable,"HK$36,215,544",28 Apr 2020,MTR_Tender_Apr20_table1.csv,2020,Apr20,https://www.mtr.com.hk/en/corporate/tenders/Apr20.html
M1202-19E,Selective,Maintenance Services for Central ECS Plants,"REC Engineering Company LimitedUnits A-D, 15/FGoodman Kwai Chung Logistics Centre585-609 Castle Peak RoadKwai Chung, New TerritoriesHong Kong",Not Applicable,"HK$78,333,000",28 Apr 2020,MTR_Tender_Apr20_table1.csv,2020,Apr20,https://www.mtr.com.hk/en/corporate/tenders/Apr20.html
Q070868,Selective,Supply of 5.5 Ton Lorries,"Crown Motor LtdG/F, Goodluck Industrial Centre808 Lai Chi Kok RoadKowloonHong Kong",2 Units,"HK$869,868",27 Apr 2020,MTR_Tender_Apr20_table1.csv,2020,Apr20,https://www.mtr.com.hk/en/corporate/tenders/Apr20.html
Q073852,Selective,Provision of Contractor Safety Audit Service for Operations Division,"SGS Hong Kong LtdUnit 303 & 305, 3/FBuilding 22E Phase 3Hong Kong Science ParkPak Shek Kok, New TerritoriesHong Kong",2 Years,"HK$3,936,000",01 Apr 2020,MTR_Tender_Apr20_table1.csv,2020,Apr20,https://www.mtr.com.hk/en/corporate/tenders/Apr20.html
Q075281,Selective,Term Contract for IT Professionals,"Global Talent Services LimitedSuite G, 20/F, Seabright Plaza9-23 Shell StreetNorth PointHong Kong",1 Job,"HK$7,057,777.77",17 Apr 2020,MTR_Tender_Apr20_table1.csv,2020,Apr20,https://www.mtr.com.hk/en/corporate/tenders/Apr20.html
T0959-20C,Selective,Term Contract for Architectural and Building Works,"Shui On Building Contractors Limited34/F, Shui On Centre6-8 Harbour RoadWanchaiHong Kong",Not Applicable,Not Applicable,07 Apr 2020,MTR_Tender_Apr20_table1.csv,2020,Apr20,https://www.mtr.com.hk/en/corporate/tenders/Apr20.html
C2318-19E,Selective,"Replacement of High Voltage and Low Voltage Systems for KTL, TWL and ISL","EEB-GTECH Joint VentureRoom 2403-08, 24/FCC Wu Building302-308 Hennessy RoadWanchaiHong Kong",Not Applicable,"HK$3,032,260,000",16 Mar 2020,MTR_Tender_Mar20_table1.csv,2020,Mar20,https://www.mtr.com.hk/en/corporate/tenders/Mar20.html
Q068026,Selective,Provision of Credit Card Payment Solution in Operation Railway,Bank of China (Hong Kong) LimitedBank of China Tower1 Garden RoadCentralHong Kong,5 Years,Not Disclosed,30 Mar 2020,MTR_Tender_Mar20_table1.csv,2020,Mar20,https://www.mtr.com.hk/en/corporate/tenders/Mar20.html
Q069467,Selective,Train Roof CCTV System for Pantograph and Overhead Line Condition Monitoring,"NEC Hong Kong Limited25/F, The Metropolis Tower10 Metropolis DriveHunghom, KowloonHong Kong",1 Job,"HK$8,954,038",11 Mar 2020,MTR_Tender_Mar20_table1.csv,2020,Mar20,https://www.mtr.com.hk/en/corporate/tenders/Mar20.html
Q070158,Selective,Provision of Additional Multi-Purpose Spaces for TCL Trains,"KML Engineering LimitedB12, G/F, Shatin Industrial CentreSiu Lek Yuen RoadShatin, New TerritoriesHong Kong",Not Applicable,"HK$2,400,000",02 Mar 2020,MTR_Tender_Mar20_table1.csv,2020,Mar20,https://www.mtr.com.hk/en/corporate/tenders/Mar20.html
Q074241,Selective,"Supply, Installation and Delivery of Steel Furniture","Novo Workstyle HK Ltd3/F, Cheung Lee Industrial Building9 Cheung Lee StreetChai WanHong Kong",1 Job,"HK$5,078,955",17 Mar 2020,MTR_Tender_Mar20_table1.csv,2020,Mar20,https://www.mtr.com.hk/en/corporate/tenders/Mar20.html
T0958-19C,Selective,Term Contract for Civil Engineering Works,"Shun Yuen Construction Co LtdOffice 1, 6/FRykadan Capital Tower135 Hoi Bun RoadKwun Tong, KowloonHong Kong",Not Applicable,Not Applicable,16 Mar 2020,MTR_Tender_Mar20_table1.csv,2020,Mar20,https://www.mtr.com.hk/en/corporate/tenders/Mar20.html
Q066537,Limited*,C2129 & C8087 - Provision of SACEM Trackside and Train-borne Equipment Spares in AEL & TCL,"ALSTOM Hong Kong LimitedUnit 1011, 10/F, New Kowloon Plaza38 Tai Kok Tsui RoadTai Kok Tsui, KowloonHong Kong",18 Items,"HK$11,508,059.74",28 Feb 2020,MTR_Tender_Feb20_table1.csv,2020,Feb20,https://www.mtr.com.hk/en/corporate/tenders/Feb20.html
Q068431,Selective,Supply of an Aerial Work Platform-mounted Wagon,"Tekway Engineering & Consulting Company LimitedUnit 701, 7/F, Tower 2, Silvercord30 Canton RoadTsimshatsui, KowloonHong Kong",1 Unit,"HK$6,797,069.40",24 Feb 2020,MTR_Tender_Feb20_table1.csv,2020,Feb20,https://www.mtr.com.hk/en/corporate/tenders/Feb20.html
Q069922,Selective,Provision of Building Design Support & Building Information Modeling Services,"ZST Corporation Ltd.909 QingAn Aviation Building4th Road Bagua, Futian DistrictShenzhen, Guangdong Province518029, China",2 Years,"HK$8,289,168",28 Feb 2020,MTR_Tender_Feb20_table1.csv,2020,Feb20,https://www.mtr.com.hk/en/corporate/tenders/Feb20.html
Q070595,Selective,Maintenance Services for MVAC System at Elements,"Raft (E&M) Engineering LimitedUnit 2101, 21/F, Chai Wan Industrial City, Phase 270 Wing Tai Road, Chai WanHong Kong",3 Years,"HK$9,500,400",26 Feb 2020,MTR_Tender_Feb20_table1.csv,2020,Feb20,https://www.mtr.com.hk/en/corporate/tenders/Feb20.html
Q070616,Selective,Provision of Recruitment Advertising Services,"Wilson Advertising Agency7/F, O.T.B. Building259-265 Des Voeux Road CentralHong Kong",3 Years,"HK$9,900,000",07 Feb 2020,MTR_Tender_Feb20_table1.csv,2020,Feb20,https://www.mtr.com.hk/en/corporate/tenders/Feb20.html
Q072293,Selective,Provision of Global Freight Forwarding Services,"TNT Express Worldwide (HK) Ltd27/F, Nanyang Plaza57 Hung To RoadKwun Tong, KowloonHong Kong",1 Job,"HK$2,552,604.88",27 Feb 2020,MTR_Tender_Feb20_table1.csv,2020,Feb20,https://www.mtr.com.hk/en/corporate/tenders/Feb20.html
Q072372,Selective,Provision of Asset Valuation for Properties,"Colliers International (Hong Kong) LimitedSuite 5701, Central Plaza18 Harbour RoadWanchaiHong Kong",1 Job,"HK$1,074,000",28 Feb 2020,MTR_Tender_Feb20_table1.csv,2020,Feb20,https://www.mtr.com.hk/en/corporate/tenders/Feb20.html
K1403-19E,Selective,"Escalator Refurbishment at EAL, TCL, KTL and ISL","Otis Elevator Company (H.K.) Limited12/F, Goldin Financial Global Centre17 Kai Cheung RoadKowloon Bay, KowloonHong Kong",Not Applicable,"HK$331,889,864.8",09 Jan 2020,MTR_Tender_Jan20_table1.csv,2020,Jan20,https://www.mtr.com.hk/en/corporate/tenders/Jan20.html
C3187-20E,Selective,Provision of IoT and Telemetry Infrastructure for Tunnel and Station Smart Maintenance,"Shun Hing Systems Integration Company Limited16/F, Shun Hing Centre2 Shing Yiu StreetKwai Chung, New TerritoriesHong Kong",1 Job,"HK$22,618,000",4 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
C3188-20E,Selective,Wi-Fi Network for Smart Depot Maintenance,"Shun Hing Systems Integration Company Limited16/F, Shun Hing Centre2 Shing Yiu StreetKwai Chung, New TerritoriesHong Kong",1 Job,"HK$10,591,000",19 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
K2776-20E,Selective,Replacement Work of Smoke Curtains at ERL and WRL Stations,"KML Engineering LimitedB12, G/FShatin Industrial CentreSiu Lek Yuen RoadShatin, New TerritoriesHong Kong",Not Applicable,"HK$61,771,075",8 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
M1203-19E,Selective,Maintenance Services for Mimic Display Panel System in Tsing Yi OCC,"Media-Go Engineering Limited25/F, Westin Centre26 Hung To RoadKwun Tong, KowloonHong Kong",Not Applicable,"HK$4,148,000",2 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
M1212-20E,Selective,Maintenance Services for Station Communication Systems in TML,"Siemens Mobility LimitedUnit 905-907, Tower BManulife Financial Centre223-231 Wai Yip StreetKwun Tong, KowloonHong Kong",Not Applicable,"HK$16,562,368.93",24 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
M1214-20E,Selective,Maintenance Services of Coverage Networks for MTR/HKP/FSD Radio Systems,"BAI Communications LimitedUnit 2101-5, 21/F6 Shing Yip StreetKwun Tong, KowloonHong Kong",Not Applicable,"HK$5,980,000",30 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
Q078038,Selective,Supply of Staff Uniform for Managed and Investment Properties,"Baron Kay's Tailor1/F, 43 Mody RoadTsim Sha Tsui, KowloonHong Kong",1 Year,Not Disclosed,29 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
Q078720,Selective,Provision of Maintenance Services for In-Train TV System,Roctec Technology LimitedRoom 1502-1504Kodak House II321 Java RoadNorth PointHong Kong,1 Job,"HK$5,838,380",30 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
Q079950,Selective,Provision and Implementation of Roster Management Solution,"Automated Systems (H.K.) Limited15/F, Topsail Plaza11 On Sum StreetShatin, New TerritoriesHong Kong",1 Year,Not Disclosed,11 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
Q080480,Selective,Provision of Online Payment Services for MTR Mobile and Related Websites,"BOC Credit Card (International) Limited20/F, BOC Credit Card Centre68 Connaught Road WestSheung WanHong Kong",5 Years,Not Disclosed,11 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
Q081580,Limited*,Provision of SACEM Boards and CDP/SDP Boards to Support the Existing M-train Train-borne and Trackside KT&I Signalling System to 2028,"ALSTOM Hong Kong LimitedUnit 1011, 10/FNew Kowloon Plaza38 Tai Kok Tsui RoadTai Kok Tsui, KowloonHong Kong",50 Items,"EUR16,689,867",9 Mar 2021,MTR_Tender_Mar21_table1.csv,2021,Mar21,https://www.mtr.com.hk/en/corporate/tenders/Mar21.html
M1114-15E,Open,Maintenance Services for Operations Information Dissemination System for MTR,"Afina Data Systems LimitedUnit 2307, 23/FBillion Trade Centre31 Hung To RoadKwun Tong, KowloonHong Kong",Not Applicable,"HK$2,848,120",6 Dec 2021,MTR_Tender_Dec21_table1.csv,2021,Dec21,https://www.mtr.com.hk/en/corporate/tenders/Dec21.html
M1230-21E,Open,"Maintenance Services for DCS in KTL, TWL, ISL, TKL, AEL, TCL and DRL and MTCS in EAL and TML","BAI Communications LimitedUnit 2101-5, 21/F6 Shing Yip StreetKwun Tong, KowloonHong Kong",Not Applicable,"HK$13,880,000",3 Dec 2021,MTR_Tender_Dec21_table1.csv,2021,Dec21,https://www.mtr.com.hk/en/corporate/tenders/Dec21.html
Q082581,Selective,Consultancy Services for Toilet Renovation Works at Elements,"A. Lead Architects Limited8/F, The Pheonix23 Luard RoadWanchaiHong Kong",1 Job,Not Disclosed,20 Dec 2021,MTR_Tender_Dec21_table1.csv,2021,Dec21,https://www.mtr.com.hk/en/corporate/tenders/Dec21.html
11280,Selective,E&M Modification Works at EAL,"CLPe Solutions Limited36/F, Asia Trade Centre79 Lei Muk RoadKwai Chung, New TerritoriesHong Kong",1 Job,"HK$22,888,000",12 Nov 2021,MTR_Tender_Nov21_table1.csv,2021,Nov21,https://www.mtr.com.hk/en/corporate/tenders/Nov21.html
C7712-21E,Selective,Replacement of Air-Cooled Chillers at MTR Headquarters Building and Fo Tan Railway House,"The Jardine Engineering Corporation, Limited5/F, Tower AManulife Financial Centre223-231 Wai Yip StreetKwun Tong, KowloonHong Kong",Not Applicable,"HK$51,760,000",8 Nov 2021,MTR_Tender_Nov21_table1.csv,2021,Nov21,https://www.mtr.com.hk/en/corporate/tenders/Nov21.html
Q083673,Selective,"Provision of Design, Editorial and Artwork Production Services for MTR Annual & Interim Reports","Yellow Creative (HK) LtdUnit 2, 5/FVertical Square28 Heung Yip RoadWong Chuk HangHong Kong",3 Years,Not Disclosed,04 Nov 2021,MTR_Tender_Nov21_table1.csv,2021,Nov21,https://www.mtr.com.hk/en/corporate/tenders/Nov21.html
T0965-21E,Selective,Provision of Temporary Site Supervisors for MTR Work Sites,"Goldfield N & W Construction Company Limited2/F & 3/FAir Goal Cargo Building330 Kwun Tong RoadKwun Tong, KowloonHong Kong",Not Applicable,"HK$13,943,900",19 Nov 2021,MTR_Tender_Nov21_table1.csv,2021,Nov21,https://www.mtr.com.hk/en/corporate/tenders/Nov21.html
C8829-21E,Limited*,"Replacement of CVCM Track Circuits in ISL, KTL and TWL (Phase 1)","Alstom Hong Kong LimitedUnit 1011-12, 10/FNew Kowloon Plaza38 Tai Kok Tsui RoadTai Kok Tsui, KowloonHong Kong",1 Job,"HK$277,739,306",12 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
K3308-20E,Selective,Procurement of 4 Double-decker Buses,"Alexander Dennis (Asia Pacific) LimitedUnit A-B, 9/FYHC Tower1 Sheung Yuet RoadKowloon Bay, KowloonHong Kong",3 Units,"HK$10,968,770",3 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
M1219.01-20E,Selective,Maintenance Services for Station Communication Systems in ISL/KTL/TWL/TKL/AEL/TCL/DRL/SIL/WRL(Package 1),"Roctec Technology LimitedRoom 1502-4, 15/FKodak House II321 Java RoadNorth PointHong Kong",1 Job,"HK$13,962,650.96",31 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
M1219.02-20E,Selective,Maintenance Services for Station Communication Systems in ISL/KTL/TWL/TKL/AEL/TCL/DRL/SIL/WRL(Package 2),"Siemens Mobility LimitedUnit 905-907, 9/F, Tower BManulife Financial Centre223-231 Wai Yip StreetKwun Tong, KowloonHong Kong",1 Job,"HK$12,302,630",31 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
M1219.03-20E,Selective,Maintenance Services for Station Communication Systems in ISL/KTL/TWL/TKL/AEL/TCL/DRL/SIL/WRL(Package 3),"Roctec Technology LimitedRoom 1502-4, 15/FKodak House II321 Java RoadNorth PointHong Kong",1 Job,"HK$9,348,032",31 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
M1219.05-20E,Selective,Maintenance Services for Station Communication Systems in ISL/KTL/TWL/TKL/AEL/TCL/DRL/SIL/WRL(Package 5),"Luen Fat Engineering CompanyFlat 15, Block B, 10/F.Proficient Industrial Centre6 Wang Kwun RoadKowloon Bay, KowloonHong Kong",1 Job,"HK$32,354,230",31 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
M1226-20E,Selective,Maintenance Services for AFC System,"Revenue Collection Systems Hong Kong LimitedUnit 1112, 11/FNew Kowloon Plaza38 Tai Kok Tsui RoadTai Kok Tsui, KowloonHong Kong",1 Job,"HK$64,723,620.13",18 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
Q076641 (Package C),Selective,Term Contracts for General Building Repair and Shop Repartitioning Works for Investment Properties (Package C),"Tai Kong Construction (International) Company LtdRoom 706Shun Fat Industrial Building17 Wang Hoi RoadKowloon Bay, KowloonHong Kong",3 Years,Not Disclosed,26 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
Q079997,Selective,Provision of Agency Services for Corporate Travel,"Connexus Travel LimitedUnit 501, 5/F, Tower BManulife Financial Centre223 Wai Yip StreetKwun Tong, KowloonHong Kong",2 Years,Not Disclosed,4 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
Q080377,Selective,Supply of Hydraulic Platform Wagon for DUAT Lines,"CRM (Hong Kong) Trading LimitedRoom 601-602, 6/FNew East Ocean CentreNo. 9 Science Museum RoadTsim Sha Tsui, KowloonHong Kong",1 Unit,"HK$10,000,000",13 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
Q081190,Selective,Supply of Two Units of Rail Handling Crane Vehicles,"Tekway Engineering & Consulting Company LimitedUnit 701, 7/F, Tower 2Silvercord30 Canton RoadTsim Sha Tsui, KowloonHong Kong",2 Units,"HK$27,617,212.4",2 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
Q082072,Selective,Provision of Security Guarding Services for Designated MTR Malls (Popcorn),"General Security LimitedFlat 1, 7/FKai Fuk Industrial Centre1 Wang Tung StreetKowloon Bay, KowloonHong Kong",3  Years,Not Disclosed,4 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
Q082750,Selective,Provision of Waste Recycling Management Service for MTRCL Managed Properties,"Hop Shing Environmental Recycling LimitedDD 119432-482 & 2157 Kung Um Road Yuen Long, New TerritoriesHong Kong",3 Years,Not Disclosed,30 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
Q085008,Limited**,Supply of CVCM Antenna for Signalling System,"Alstom Hong Kong LimitedUnit 1011, 10/FNew Kowloon Plaza38 Tai Kok Tsui RoadTai Kok Tsui, KowloonHong Kong",400 Nos.,"HK$9,999,600",3 Aug 2021,MTR_Tender_Aug21_table1.csv,2021,Aug21,https://www.mtr.com.hk/en/corporate/tenders/Aug21.html
C5796-20E,Selective,"Installation of UTM at EAL, MOL, KTE, WIL, and SIL","Roctec Technology LimitedRoom 1502-4, 15/FKodak House II321 Java RoadNorth PointHong Kong",1 Job,"HK$7,836,000",21 Jun 2021,MTR_Tender_Jun21_table1.csv,2021,Jun21,https://www.mtr.com.hk/en/corporate/tenders/Jun21.html
